0.00448238	120110	3000
0.00760062	210130	4200
0.0122651	336150	5600
0.0234688	504170	7200
0.0261926	720190	9000
0.0358676	990210	11000
0.152618	3960420	44000
0.30345	7920420	44000
1.34916	34560640	96000
