0.00015903	120110	3000
0.00026978	210130	4200
0.00041322	336150	5600
0.00059681	504170	7200
0.00084669	720190	9000
0.00115894	990210	11000
0.00443912	3960420	44000
0.00610045	7920420	44000
0.0223446	34560640	96000
