0.00060381	120110	3000
0.00071819	210130	4200
0.00084104	336150	5600
0.0009003	504170	7200
0.0010353	720190	9000
0.00109436	990210	11000
0.0022051	3960420	44000
0.0029415	7920420	44000
0.0118005	34560640	96000
