0.00010733	120110	3000
0.00018456	210130	4200
0.00029994	336150	5600
0.00045246	504170	7200
0.000671	720190	9000
0.00092445	990210	11000
0.00369647	3960420	44000
0.0080631	7920420	44000
0.0377045	34560640	96000
