0.00020202	120110	3000
0.00035017	210130	4200
0.00056042	336150	5600
0.0008916	504170	7200
0.00120794	720190	9000
0.00139494	990210	11000
0.0055017	3960420	44000
0.0111049	7920420	44000
0.0489805	34560640	96000
