0.00010748	120110	3000
0.00018184	210130	4200
0.0002919	336150	5600
0.00044609	504170	7200
0.0006617	720190	9000
0.00089996	990210	11000
0.00363692	3960420	44000
0.00786319	7920420	44000
0.0371738	34560640	96000
